year,hour,questionNumber,questionText,answer,reasoning
2020,10,8,"We're sorry to hear that KFC is dropping their slogan 'Finger Licking Good.' It was so sloppy. Slogans are so important to fast food chains, soda brands and more. One fictional restaurant uses an excellent slogan 'Everybody's Smitten.' What is the name of this fictional restaurant?",Topper Jack's,"Question identified at 11:47:03 as 'question number eight Hour 10. The last question of our 10'. Question is repeated at 11:51:34. However, the answer is not provided in this transcript chunk - the chunk ends before the answer is announced. --- Question 8 of Hour 10 is clearly identified in the transcript at 11:51:04 and 11:55:06. The question is repeated multiple times before the answer is given at 11:55:36. The answer 'Topper Jack's' is explicitly stated as 'The answer to question Eight Hour 10 Topper Jack's'."
2020,11,1,"A wanted poster issued by the Internal Revenue Service listed the offenses of a big screen couple as tax evasion, defrauding the government, Grand Theft Auto and resisting arrest. What are the first and last names of this dangerous couple?",Brad and Caroline Sexton,"Question 1 of Hour 11 is identified starting at 12:01:38. The question is read multiple times, with the answer given at 12:07:40. The answer is clearly stated as 'Brad and Caroline Sexton'. The transcript says they are from a television show and the question references the Josh Randall era. This is referring to Brad and Carolyn Sexton from the sitcom 'The Jeff Foxworthy Show'."
2020,11,2,"What is the name of the television pilot which featured an ill-fated Globe Airlines plane whose pilot was Happy Burlison, whose mechanic was Meadowlark and whose mission was to take students to a swim meet in Hawaii?",Crash Island,Question 2 of Hour 11 is identified at 12:08:10. The question is repeated at 12:10:41 and 12:13:42. The answer is given at 12:13:42 as 'Crash Island'. This is the TV pilot being referenced.
2020,11,3,What is the brand and flavor of soft drink which is said to cause people to go 'Woo Hoo' in television commercials?,Sprite Tropic Berry,Question 3 of Hour 11 is identified at 12:15:43. The question is repeated at 12:19:44. The answer is given at 12:21:45 as 'Sprite Tropic Barry' (though more accurately it should be 'Sprite Tropic Berry'). The transcription shows 'Barry' but this is likely a transcription error for 'Berry'.
2020,11,4,"A drive-thru restaurant includes indoor seating, sells kids meals called Robo Fun, and has a posted sign stating they are the home of Buzz, a quick-moving, largest-life mascot. What is the name of this fictional restaurant?",Burger Matic,Question 4 of Hour 11 is identified at 12:22:15. The question is repeated at 12:24:46. The answer is given at 12:27:17 as 'Burger Matic'. This is a fictional restaurant from a TV show.
2020,11,5,A main character in a television sitcom is pictured in Picture number six on the experiment in trivia picture page. What is the first and last name of this character?,Agnes de Pesto,Question 5 of Hour 11 is identified at 12:28:17. The question is repeated at 12:30:48. The answer is given at 12:33:49 as 'Agnes de Pesto'. This is a character from the TV show 'Moonlighting'. --- Clearly identified at 12:33:49 as 'question five of our 11'. The question is read and then immediately answered: 'the answer to question five of our 11 Agnes de Pesto'. This is straightforward extraction.
2020,11,6,"An animated children's character begins a song with the following lyrics: 'We made it through the Ice Age, the Plague and two world wars. But now we're facing doom with computers in the hands of dinosaurs.' What is the first and last name of the character who spoke these lyrics?",Gumball Waterson,"Question 6 of Hour 11 is identified at 12:34:19. The question is repeated at 12:34:49 and the transcript continues at 12:37:50 but cuts off before the answer is provided. The answer section is not included in this transcript chunk. --- Identified at 12:33:49 as 'question six of our 11'. The question is repeated multiple times starting at 12:33:49 and 12:34:19. Answer given at 12:40:51: 'the answer is Gumball Waterson'. Note: transcription shows 'Gumball waters' at end, but full name is 'Gumball Waterson' from The Amazing World of Gumball."
2020,11,7,What is the first and last name of the Milwaukee brewer to most recently hit an inside the park home run?,Christian Yelich,Identified at 12:41:21 as 'question seven of our 11'. Question is read and repeated. Answer given at 12:46:23: 'the answer is Christian Yelich'.
2020,11,8,"On Caddie Day, the swimming pool at the fictional Bushwood Country Club advertised caddies were welcome starting at one in the afternoon, according to the sign. At what time did that welcoming spirit expire?",1:15,Identified at 12:46:23 as 'question eight of our 11'. Question is read multiple times. Answer given at 12:52:25: 'the answer is 1 15' (meaning 1:15 PM). This is the final question of hour 11.
2020,12,1,"It's a lovely day and you are at a fictional Renaissance fair, and you stop at Fred's Turkey Leg Tavern to get something to enjoy. You look at the menu seeing the original turkey leg at $10, a bacon wrapped turkey leg at $12, but you settle on the third turkey leg option for $11. What type of turkey leg did you purchase?",Hot and spicy,Identified at 12:56:57 as 'first question of our 12'. Question is read and repeated multiple times. Answer given at 13:04:29: 'the answer is hot and spicy'. Clear extraction from Hour 12 Question 1.
2020,12,2,Big screen character Heinrich Dorfman claims that the largest model made at the facility where he works has a 2 meter wingspan. What is the name of that model?,Adler,Identified at 13:06:30 as 'question two off our 12'. Question is read and repeated. Answer given at 13:14:32: 'the answer is Adler'. Clear extraction.
2020,12,3,What are the first names of the struggling couple in the Bon Jovi hit song 'Living on a Prayer'?,Tommy and Gina,Identified at 13:15:33 as 'question three of our 12'. Question is read and repeated. Answer given at 13:21:35: 'the answer is Tommy and Gina'. Clear extraction. --- Clearly marked as 'question three of our 12' at timestamp 13:19:04. The question is read twice and answer is given at 13:21:35. 'Our' is transcribed for 'hour'. Answer confirmed: Tommy and Gina.
2020,12,4,"A comic book superhero, the son of a cop, was not on a good path as a youngster and ended up serving time. He tried to escape from prison and was sent to a more secure facility. In the more secure facility, he volunteered for experiments performed by a doctor. The device used in the experiments was taken too far by an eventual prison guard, causing the prisoner's body to mutate and gain superhuman strength. The superhero used his newfound strength to escape prison and began fighting crime and evildoers under another name for a price. What is the name of this superhero as it appears on the front cover of the comic book featuring this superhero?",Luke Cage,"Identified at 13:22:05 as 'question four of our 12'. Question is read and repeated but answer is not provided in this transcript chunk. The question ends at 13:23:35 without resolution. This appears to be Hero for Hire/Luke Cage based on the description, but no answer is explicitly given in the transcript. --- Marked as 'question four of our 12' at 13:22:05. Question is repeated multiple times with technical difficulties interrupting. Answer confirmed at 13:37:40: Luke Cage. This describes the origin story of Luke Cage."
